type,word1,word2,word3,word4,BlockType,ShortInstr,LongInstr,practice_block.thisRepN,practice_block.thisTrialN,practice_block.thisN,practice_block.thisIndex,word_presentation_practice.thisRepN,word_presentation_practice.thisTrialN,word_presentation_practice.thisN,word_presentation_practice.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,training_block.thisRepN,training_block.thisTrialN,training_block.thisN,training_block.thisIndex,word_presentation_training.thisRepN,word_presentation_training.thisTrialN,word_presentation_training.thisN,word_presentation_training.thisIndex,word_presentation.thisRepN,word_presentation.thisTrialN,word_presentation.thisN,word_presentation.thisIndex,key_resp_2.keys,key_resp_2.rt,key_resp_8.keys,key_resp_8.rt,key_resp_15.keys,key_resp_15.rt,key_resp_6.keys,key_resp_6.rt,key_resp_7.keys,key_resp_7.rt,date,frameRate,expName,session,participant,
training,skratta,le,stanna,prata,,,,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,space,10.7867028001,,,,,,,,,2021_Apr_09_1501,59.4538804166,sp13_replication_swe,1,53,
training,falla,sova,smaka,ropa,,,,0,0,0,0,0,1,1,2,,,,,,,,,,,,,,,,,space,10.4892377,,,,,,,,,2021_Apr_09_1501,59.4538804166,sp13_replication_swe,1,53,
training,vakna,rodna,lukta,grubbla,,,,0,0,0,0,0,2,2,0,,,,,,,,,,,,,,,,,space,14.3325913999,,,,,,,,,2021_Apr_09_1501,59.4538804166,sp13_replication_swe,1,53,
training,anta,gråta,viska,titta,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,space,4.96989159996,,,,,,,,,2021_Apr_09_1501,59.4538804166,sp13_replication_swe,1,53,
training,anta,titta,falla,viska,CONTROL,tyst få hålla orden i minnet,"Den här gången behöver du alltså inte utföra några rörelser, utan endast hålla orden tyst i minnet.",0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,space,8.95987289993,b,15.7571436,return,10.5294648,space,16.8052335,,,2021_Apr_09_1501,59.4538804166,sp13_replication_swe,1,53,
training,vakna,rodna,stanna,prata,CONTROL,tyst få hålla orden i minnet,"Den här gången behöver du alltså inte utföra några rörelser, utan endast hålla orden tyst i minnet.",0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,1,1,3,,,,,space,5.60913519992,,,,,,,,,2021_Apr_09_1501,59.4538804166,sp13_replication_swe,1,53,
training,gråta,sova,le,lukta,CONTROL,tyst få hålla orden i minnet,"Den här gången behöver du alltså inte utföra några rörelser, utan endast hålla orden tyst i minnet.",0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,2,2,1,,,,,space,14.6638661,,,,,,,,,2021_Apr_09_1501,59.4538804166,sp13_replication_swe,1,53,
training,skratta,grubbla,ropa,smaka,CONTROL,tyst få hålla orden i minnet,"Den här gången behöver du alltså inte utföra några rörelser, utan endast hålla orden tyst i minnet.",0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,3,3,2,,,,,space,12.2493164,,,,,,,,,2021_Apr_09_1501,59.4538804166,sp13_replication_swe,1,53,
arm,knycka,hissa,tvätta,slå,CONTROL,tyst få hålla orden i minnet,"Den här gången behöver du alltså inte utföra några rörelser, utan endast hålla orden tyst i minnet.",0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,space,24.3242128,b,10.1631591,,,,,space,2.98335850006,2021_Apr_09_1501,59.4538804166,sp13_replication_swe,1,53,
arm,peta,svabba,fila,snärta,CONTROL,tyst få hålla orden i minnet,"Den här gången behöver du alltså inte utföra några rörelser, utan endast hålla orden tyst i minnet.",0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,1,1,1,space,6.10955549998,,,,,,,,,2021_Apr_09_1501,59.4538804166,sp13_replication_swe,1,53,
