type,word1,word2,word3,word4,BlockType,ShortInstr,LongInstr,practice_block.thisRepN,practice_block.thisTrialN,practice_block.thisN,practice_block.thisIndex,word_presentation_practice.thisRepN,word_presentation_practice.thisTrialN,word_presentation_practice.thisN,word_presentation_practice.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,training_block.thisRepN,training_block.thisTrialN,training_block.thisN,training_block.thisIndex,word_presentation_training.thisRepN,word_presentation_training.thisTrialN,word_presentation_training.thisN,word_presentation_training.thisIndex,word_presentation.thisRepN,word_presentation.thisTrialN,word_presentation.thisN,word_presentation.thisIndex,key_resp_2.keys,key_resp_2.rt,key_resp_8.keys,key_resp_8.rt,key_resp_15.keys,key_resp_15.rt,key_resp_6.keys,key_resp_6.rt,key_resp_7.keys,key_resp_7.rt,date,frameRate,expName,session,participant,
training,smaka,sova,ropa,falla,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,space,16.5463586,,,,,,,,,2020_Nov_20_0901,60.3049379509,sp13_replication_swe,1,2,
training,stanna,skratta,lukta,vakna,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,space,9.7566965,,,,,,,,,2020_Nov_20_0901,60.3049379509,sp13_replication_swe,1,2,
training,titta,grubbla,le,anta,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,space,6.22912909999,,,,,,,,,2020_Nov_20_0901,60.3049379509,sp13_replication_swe,1,2,
training,gråta,viska,rodna,prata,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,space,6.86157460001,,,,,,,,,2020_Nov_20_0901,60.3049379509,sp13_replication_swe,1,2,
training,ropa,le,anta,gråta,ARM,få göra en rytmisk rörelse med dina händer,Experimentledaren kommer nu att visa dig den rytmiska rörelsen som du ska göra med dina händer. Du kommer att få gott om tid för att öva på den innan du börjar med uppgiften.,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,space,31.4971053,b,8.93197929999,return,1948.8425735,space,10.2800292,,,2020_Nov_20_0901,60.3049379509,sp13_replication_swe,1,2,
training,viska,falla,titta,prata,ARM,få göra en rytmisk rörelse med dina händer,Experimentledaren kommer nu att visa dig den rytmiska rörelsen som du ska göra med dina händer. Du kommer att få gott om tid för att öva på den innan du börjar med uppgiften.,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,1,1,1,,,,,space,8.00300200001,,,,,,,,,2020_Nov_20_0901,60.3049379509,sp13_replication_swe,1,2,
training,grubbla,vakna,lukta,sova,ARM,få göra en rytmisk rörelse med dina händer,Experimentledaren kommer nu att visa dig den rytmiska rörelsen som du ska göra med dina händer. Du kommer att få gott om tid för att öva på den innan du börjar med uppgiften.,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,2,2,2,,,,,space,5.37034379999,,,,,,,,,2020_Nov_20_0901,60.3049379509,sp13_replication_swe,1,2,
training,smaka,rodna,skratta,stanna,ARM,få göra en rytmisk rörelse med dina händer,Experimentledaren kommer nu att visa dig den rytmiska rörelsen som du ska göra med dina händer. Du kommer att få gott om tid för att öva på den innan du börjar med uppgiften.,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,3,3,3,,,,,space,12.2344681,,,,,,,,,2020_Nov_20_0901,60.3049379509,sp13_replication_swe,1,2,
,,,,,ARM,få göra en rytmisk rörelse med dina händer,Experimentledaren kommer nu att visa dig den rytmiska rörelsen som du ska göra med dina händer. Du kommer att få gott om tid för att öva på den innan du börjar med uppgiften.,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,m,5.00559259998,,,,,,,2020_Nov_20_0901,60.3049379509,sp13_replication_swe,1,2,
training,ropa,le,anta,gråta,ARM,få göra en rytmisk rörelse med dina händer,Experimentledaren kommer nu att visa dig den rytmiska rörelsen som du ska göra med dina händer. Du kommer att få gott om tid för att öva på den innan du börjar med uppgiften.,0,0,0,0,,,,,0,0,0,0,1,0,1,0,0,0,0,0,,,,,space,7.1776887,,,,,,,,,2020_Nov_20_0901,60.3049379509,sp13_replication_swe,1,2,
training,smaka,rodna,skratta,stanna,ARM,få göra en rytmisk rörelse med dina händer,Experimentledaren kommer nu att visa dig den rytmiska rörelsen som du ska göra med dina händer. Du kommer att få gott om tid för att öva på den innan du börjar med uppgiften.,0,0,0,0,,,,,0,0,0,0,1,0,1,0,0,1,1,3,,,,,space,10.6870359,,,,,,,,,2020_Nov_20_0901,60.3049379509,sp13_replication_swe,1,2,
training,grubbla,vakna,lukta,sova,ARM,få göra en rytmisk rörelse med dina händer,Experimentledaren kommer nu att visa dig den rytmiska rörelsen som du ska göra med dina händer. Du kommer att få gott om tid för att öva på den innan du börjar med uppgiften.,0,0,0,0,,,,,0,0,0,0,1,0,1,0,0,2,2,2,,,,,space,5.0776549,,,,,,,,,2020_Nov_20_0901,60.3049379509,sp13_replication_swe,1,2,
training,viska,falla,titta,prata,ARM,få göra en rytmisk rörelse med dina händer,Experimentledaren kommer nu att visa dig den rytmiska rörelsen som du ska göra med dina händer. Du kommer att få gott om tid för att öva på den innan du börjar med uppgiften.,0,0,0,0,,,,,0,0,0,0,1,0,1,0,0,3,3,1,,,,,space,5.93272139999,,,,,,,,,2020_Nov_20_0901,60.3049379509,sp13_replication_swe,1,2,
arm,polera,rista,piska,klippa,ARM,få göra en rytmisk rörelse med dina händer,Experimentledaren kommer nu att visa dig den rytmiska rörelsen som du ska göra med dina händer. Du kommer att få gott om tid för att öva på den innan du börjar med uppgiften.,0,0,0,0,,,,,0,0,0,0,1,0,1,0,,,,,0,0,0,0,space,17.3369156,b,20.8250316,,,,,space,17.5155867,2020_Nov_20_0901,60.3049379509,sp13_replication_swe,1,2,
leg,tassa,halta,cykla,skejta,ARM,få göra en rytmisk rörelse med dina händer,Experimentledaren kommer nu att visa dig den rytmiska rörelsen som du ska göra med dina händer. Du kommer att få gott om tid för att öva på den innan du börjar med uppgiften.,0,0,0,0,,,,,0,0,0,0,1,0,1,0,,,,,0,1,1,1,space,7.78578999999,,,,,,,,,2020_Nov_20_0901,60.3049379509,sp13_replication_swe,1,2,
leg,gå,ströva,sparka,knäa,ARM,få göra en rytmisk rörelse med dina händer,Experimentledaren kommer nu att visa dig den rytmiska rörelsen som du ska göra med dina händer. Du kommer att få gott om tid för att öva på den innan du börjar med uppgiften.,0,0,0,0,,,,,0,0,0,0,1,0,1,0,,,,,0,2,2,2,space,10.0551414,,,,,,,,,2020_Nov_20_0901,60.3049379509,sp13_replication_swe,1,2,
