type,word1,word2,word3,word4,BlockType,ShortInstr,LongInstr,practice_block.thisRepN,practice_block.thisTrialN,practice_block.thisN,practice_block.thisIndex,word_presentation_practice.thisRepN,word_presentation_practice.thisTrialN,word_presentation_practice.thisN,word_presentation_practice.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,training_block.thisRepN,training_block.thisTrialN,training_block.thisN,training_block.thisIndex,word_presentation_training.thisRepN,word_presentation_training.thisTrialN,word_presentation_training.thisN,word_presentation_training.thisIndex,word_presentation.thisRepN,word_presentation.thisTrialN,word_presentation.thisN,word_presentation.thisIndex,key_resp_2.keys,key_resp_2.rt,key_resp_8.keys,key_resp_8.rt,key_resp_15.keys,key_resp_15.rt,key_resp_6.keys,key_resp_6.rt,key_resp_7.keys,key_resp_7.rt,date,frameRate,expName,session,participant,
training,gråta,skratta,grubbla,rodna,,,,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,space,11.5851465,,,,,,,,,2021_May_26_1033,59.5541183182,sp13_replication_swe,1,65,
training,anta,smaka,sova,vakna,,,,0,0,0,0,0,1,1,2,,,,,,,,,,,,,,,,,space,8.18916939996,,,,,,,,,2021_May_26_1033,59.5541183182,sp13_replication_swe,1,65,
training,prata,stanna,falla,le,,,,0,0,0,0,0,2,2,0,,,,,,,,,,,,,,,,,space,5.30632540002,,,,,,,,,2021_May_26_1033,59.5541183182,sp13_replication_swe,1,65,
training,lukta,ropa,viska,titta,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,space,4.83299869997,,,,,,,,,2021_May_26_1033,59.5541183182,sp13_replication_swe,1,65,
training,le,sova,stanna,vakna,CONTROL,tyst få hålla orden i minnet,"Den här gången behöver du alltså inte utföra några rörelser, utan endast hålla orden tyst i minnet.",0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,space,11.8403144,b,9.62519370002,return,22.4759184,space,3.23825290002,,,2021_May_26_1033,59.5541183182,sp13_replication_swe,1,65,
training,prata,rodna,skratta,ropa,CONTROL,tyst få hålla orden i minnet,"Den här gången behöver du alltså inte utföra några rörelser, utan endast hålla orden tyst i minnet.",0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,1,1,3,,,,,space,12.5757603,,,,,,,,,2021_May_26_1033,59.5541183182,sp13_replication_swe,1,65,
training,lukta,gråta,anta,viska,CONTROL,tyst få hålla orden i minnet,"Den här gången behöver du alltså inte utföra några rörelser, utan endast hålla orden tyst i minnet.",0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,2,2,2,,,,,space,5.9276841,,,,,,,,,2021_May_26_1033,59.5541183182,sp13_replication_swe,1,65,
training,titta,falla,smaka,grubbla,CONTROL,tyst få hålla orden i minnet,"Den här gången behöver du alltså inte utföra några rörelser, utan endast hålla orden tyst i minnet.",0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,3,3,1,,,,,space,10.4707013,,,,,,,,,2021_May_26_1033,59.5541183182,sp13_replication_swe,1,65,
leg,springa,tåga,snubbla,glida,CONTROL,tyst få hålla orden i minnet,"Den här gången behöver du alltså inte utföra några rörelser, utan endast hålla orden tyst i minnet.",0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,space,5.62516649999,b,18.9609887,,,,,space,1.56649130001,2021_May_26_1033,59.5541183182,sp13_replication_swe,1,65,
arm,banka,piska,hiva,hacka,CONTROL,tyst få hålla orden i minnet,"Den här gången behöver du alltså inte utföra några rörelser, utan endast hålla orden tyst i minnet.",0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,1,1,1,space,4.94806850003,,,,,,,,,2021_May_26_1033,59.5541183182,sp13_replication_swe,1,65,
