type,word1,word2,word3,word4,BlockType,ShortInstr,LongInstr,practice_block.thisRepN,practice_block.thisTrialN,practice_block.thisN,practice_block.thisIndex,word_presentation_practice.thisRepN,word_presentation_practice.thisTrialN,word_presentation_practice.thisN,word_presentation_practice.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,training_block.thisRepN,training_block.thisTrialN,training_block.thisN,training_block.thisIndex,word_presentation_training.thisRepN,word_presentation_training.thisTrialN,word_presentation_training.thisN,word_presentation_training.thisIndex,word_presentation.thisRepN,word_presentation.thisTrialN,word_presentation.thisN,word_presentation.thisIndex,key_resp_2.keys,key_resp_2.rt,key_resp_8.keys,key_resp_8.rt,key_resp_15.keys,key_resp_15.rt,key_resp_6.keys,key_resp_6.rt,key_resp_7.keys,key_resp_7.rt,date,frameRate,expName,session,participant,
training,titta,sova,ropa,smaka,,,,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,space,14.8143244,,,,,,,,,2021_Jun_04_0833,60.0250904553,sp13_replication_swe,1,72,
training,prata,falla,vakna,anta,,,,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,space,7.55984750006,,,,,,,,,2021_Jun_04_0833,60.0250904553,sp13_replication_swe,1,72,
training,lukta,viska,rodna,le,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,space,5.63823340007,,,,,,,,,2021_Jun_04_0833,60.0250904553,sp13_replication_swe,1,72,
training,gråta,grubbla,skratta,stanna,,,,0,0,0,0,0,3,3,1,,,,,,,,,,,,,,,,,space,7.30281190004,,,,,,,,,2021_Jun_04_0833,60.0250904553,sp13_replication_swe,1,72,
training,prata,viska,stanna,falla,CONTROL,tyst få hålla orden i minnet,"Den här gången behöver du alltså inte utföra några rörelser, utan endast hålla orden tyst i minnet.",0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,3,,,,,space,7.89023690007,b,11.2089751,return,15.945862,space,13.0796874999,,,2021_Jun_04_0833,60.0250904553,sp13_replication_swe,1,72,
training,titta,vakna,ropa,le,CONTROL,tyst få hålla orden i minnet,"Den här gången behöver du alltså inte utföra några rörelser, utan endast hålla orden tyst i minnet.",0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,1,1,0,,,,,space,5.65960310004,,,,,,,,,2021_Jun_04_0833,60.0250904553,sp13_replication_swe,1,72,
training,skratta,lukta,rodna,anta,CONTROL,tyst få hålla orden i minnet,"Den här gången behöver du alltså inte utföra några rörelser, utan endast hålla orden tyst i minnet.",0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,2,2,2,,,,,space,7.26203949994,,,,,,,,,2021_Jun_04_0833,60.0250904553,sp13_replication_swe,1,72,
training,gråta,grubbla,smaka,sova,CONTROL,tyst få hålla orden i minnet,"Den här gången behöver du alltså inte utföra några rörelser, utan endast hålla orden tyst i minnet.",0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,3,3,1,,,,,space,7.5578672,,,,,,,,,2021_Jun_04_0833,60.0250904553,sp13_replication_swe,1,72,
leg,vada,trippa,stå,linka,CONTROL,tyst få hålla orden i minnet,"Den här gången behöver du alltså inte utföra några rörelser, utan endast hålla orden tyst i minnet.",0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,space,5.6080143,b,7.54142699996,,,,,space,11.2825443,2021_Jun_04_0833,60.0250904553,sp13_replication_swe,1,72,
arm,klösa,hacka,fånga,knacka,CONTROL,tyst få hålla orden i minnet,"Den här gången behöver du alltså inte utföra några rörelser, utan endast hålla orden tyst i minnet.",0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,1,1,1,space,9.65073470003,,,,,,,,,2021_Jun_04_0833,60.0250904553,sp13_replication_swe,1,72,
arm,linda,nypa,pilla,putta,CONTROL,tyst få hålla orden i minnet,"Den här gången behöver du alltså inte utföra några rörelser, utan endast hålla orden tyst i minnet.",0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,0,2,2,2,space,5.81958719995,,,,,,,,,2021_Jun_04_0833,60.0250904553,sp13_replication_swe,1,72,
